type,date,shop,category,name,amount,price
sale,2020-08-08,Крокус,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,2,3230.75
buy,2020-08-02,Крокус,Мебель,Ручка скоба РС109,4,86.96
sale,2020-08-09,ООО «Дьячкова Коновалов»,Электротовары,Фонарь ручной «Контраст»,4,1681.86
buy,2020-08-06,Крокус,Посуда,Сковорода блинная Гранит,2,10.91
sale,2020-08-26,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Жидкий кислород Planet Aquafair,4,13280.92
sale,2020-08-01,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Фонарь ручной «Контраст»,5,20838.79
sale,2020-08-18,ООО «Дьячкова Коновалов»,Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,9,118.37
buy,2020-08-03,Крокус,Быловая химия,Универсальное моющее средство «Выгодная уборка»,8,20.86
buy,2020-08-19,"РАО «Брагина, Русакова и Кошелев»",,Игрушка надувная Меч череп,4,496.1
sale,2020-08-12,Крокус,Инструменты,Система выравнивания плитки «ПСВП»,2,56.09
buy,2020-08-14,Крокус,Посуда,Миска «Русская» малая,4,53.88
sale,2020-08-03,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Универсальное моющее средство «Выгодная уборка»,10,20702.06
buy,2020-08-30,"ЗАО «Исаков, Блохина и Зайцева»",,Альбом для монет «Деньги Мира»,10,124.22
buy,2020-08-30,"РАО «Брагина, Русакова и Кошелев»",Мебель,Корзина сетчатая навесная на полку,3,103.57
buy,2020-08-06,"ЗАО «Исаков, Блохина и Зайцева»",Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,6,50.02
buy,2020-08-15,ООО «Дьячкова Коновалов»,Быловая химия,Универсальное моющее средство «Выгодная уборка»,3,59.07
buy,2020-08-12,ООО «Дьячкова Коновалов»,,Пельмени «Башкирские»,4,2183.58
sale,2020-08-25,ТГК-2,Инструменты,Система выравнивания плитки «ПСВП»,1,1427.41
buy,2020-08-23,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Умный встраиваемый  выключатель HIPER,5,330.71
buy,2020-08-14,"РАО «Брагина, Русакова и Кошелев»",Посуда,Миска «Русская» малая,6,5459.57
sale,2020-08-16,ООО «Дьячкова Коновалов»,,Альбом для монет «Деньги Мира»,2,1902.94
sale,2020-08-13,ООО «Дьячкова Коновалов»,Электротовары,Зарядное устройство GP U411,6,4749.83
sale,2020-08-30,Крокус,Электротовары,Зарядное устройство GP U411,1,17049.12
sale,2020-08-31,Крокус,Мебель,Корзина сетчатая навесная на полку,5,1443.02
sale,2020-08-24,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,2,9757.95
sale,2020-09-01,ТГК-2,,Ручка шариковая MAZARi Silvano Smart Ink,4,135.58
buy,2020-09-27,ТГК-2,Посуда,Набор ножей «Overlord»,1,101.85
sale,2020-09-28,ТГК-2,Посуда,Набор ножей «Overlord»,9,61.53
sale,2020-09-06,"РАО «Брагина, Русакова и Кошелев»",Мебель,Ручка скоба РС109,4,74.63
buy,2020-09-10,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,9,1944.57
buy,2020-09-21,ТГК-2,,Альбом для монет «Деньги Мира»,10,229.44
buy,2020-09-11,ООО «Дьячкова Коновалов»,Электротовары,Фонарь ручной «Контраст»,8,981.07
buy,2020-09-08,ООО «Дьячкова Коновалов»,Электротовары,Фонарь ручной «Контраст»,2,72.82
sale,2020-09-27,ООО «Дьячкова Коновалов»,Инструменты,Система выравнивания плитки «ПСВП»,7,64.25
buy,2020-09-27,Крокус,Электротовары,Зарядное устройство GP U411,10,108.11
sale,2020-09-12,Крокус,Посуда,Набор ножей «Overlord»,8,1805.08
buy,2020-09-05,"РАО «Брагина, Русакова и Кошелев»",Посуда,Набор ножей «Overlord»,1,27.55
sale,2020-09-07,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Зарядное устройство GP U411,9,33.09
buy,2020-09-06,"РАО «Брагина, Русакова и Кошелев»",Посуда,Сковорода блинная Гранит,10,39.79
buy,2020-09-11,ООО «Дьячкова Коновалов»,,Ручка шариковая MAZARi Silvano Smart Ink,5,3809.32
buy,2020-09-19,Крокус,Мебель,Стол раскладной Ялта-1,2,439.01
sale,2020-09-22,"РАО «Брагина, Русакова и Кошелев»",,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,5,1543.81
buy,2020-09-26,"РАО «Брагина, Русакова и Кошелев»",,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,5,79.67
buy,2020-09-02,Крокус,Быловая химия,Универсальное моющее средство «Выгодная уборка»,9,1574.07
sale,2020-09-04,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,9,3795.93
buy,2020-09-30,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Круг отрезной по металлу TSUNAMI,3,7252.19
sale,2020-09-02,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Жидкий кислород Planet Aquafair,3,2048.7
buy,2020-09-03,ТГК-2,,Пельмени «Башкирские»,2,17757.25
buy,2020-09-25,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Жидкий кислород Planet Aquafair,9,8485.64
buy,2020-09-09,"ЗАО «Исаков, Блохина и Зайцева»",,Игрушка надувная Меч череп,1,118.93
buy,2020-09-29,"РАО «Брагина, Русакова и Кошелев»",,Игрушка надувная Меч череп,10,146.59
buy,2020-09-28,ТГК-2,Посуда,Миска «Русская» малая,3,4858.38
buy,2020-09-19,ООО «Дьячкова Коновалов»,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,5,14.22
sale,2020-09-09,ТГК-2,Электротовары,Фонарь ручной «Контраст»,3,56.0
buy,2020-09-09,Крокус,Быловая химия,Универсальное моющее средство «Выгодная уборка»,8,15212.28
buy,2020-09-30,"РАО «Брагина, Русакова и Кошелев»",Посуда,Сковорода блинная Гранит,8,27.73
buy,2020-09-25,ТГК-2,,Пельмени «Башкирские»,9,7892.85
sale,2020-09-14,ООО «Дьячкова Коновалов»,Электротовары,Умный встраиваемый  выключатель HIPER,8,7041.35
sale,2020-09-21,ООО «Дьячкова Коновалов»,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,4,134.51
buy,2020-09-24,Крокус,Мебель,Стол раскладной Ялта-1,1,17202.81
sale,2020-09-13,ООО «Дьячкова Коновалов»,Электротовары,Зарядное устройство GP U411,3,11851.86
sale,2020-09-07,"ЗАО «Исаков, Блохина и Зайцева»",,Пельмени «Башкирские»,9,11434.59
buy,2020-09-18,"ЗАО «Исаков, Блохина и Зайцева»",,Пельмени «Башкирские»,5,6317.53
buy,2020-09-29,"ЗАО «Исаков, Блохина и Зайцева»",,Игрушка надувная Меч череп,10,435.22
buy,2020-09-19,Крокус,Посуда,Сковорода блинная Гранит,9,2539.11
sale,2020-09-07,Крокус,Электротовары,Фонарь ручной «Контраст»,4,736.23
buy,2020-09-08,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Система выравнивания плитки «ПСВП»,1,1266.98
sale,2020-09-21,"ЗАО «Исаков, Блохина и Зайцева»",Мебель,Корзина сетчатая навесная на полку,2,88.07
buy,2020-09-16,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,4,4002.89
buy,2020-09-04,ТГК-2,Электротовары,Умный встраиваемый  выключатель HIPER,8,8971.51
sale,2020-09-21,Крокус,Инструменты,Круг отрезной по металлу TSUNAMI,5,1345.43
sale,2020-09-13,ТГК-2,,Пельмени «Башкирские»,5,105.7
sale,2020-09-30,Крокус,Электротовары,Фонарь ручной «Контраст»,6,3425.72
buy,2020-09-01,"ЗАО «Исаков, Блохина и Зайцева»",,Ручка шариковая MAZARi Silvano Smart Ink,8,27.46
sale,2020-09-17,Крокус,,Игрушка надувная Меч череп,7,14340.12
sale,2020-09-04,"ЗАО «Исаков, Блохина и Зайцева»",Инструменты,Система выравнивания плитки «ПСВП»,7,408.42
sale,2020-09-09,ООО «Дьячкова Коновалов»,Мебель,Стол раскладной Ялта-1,5,15556.52
sale,2020-09-29,Крокус,,Альбом для монет «Деньги Мира»,1,104.77
buy,2020-09-29,Крокус,Мебель,Корзина сетчатая навесная на полку,1,579.93
sale,2020-09-19,Крокус,Быловая химия,Универсальное моющее средство «Выгодная уборка»,10,2127.47
sale,2020-09-27,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,6,1330.13
sale,2020-09-29,ТГК-2,Посуда,Сковорода блинная Гранит,5,1022.29
buy,2020-09-06,ТГК-2,,Ручка шариковая MAZARi Silvano Smart Ink,5,23790.49
buy,2020-09-30,ТГК-2,Мебель,Стол раскладной Ялта-1,2,414.84
sale,2020-09-05,"ЗАО «Исаков, Блохина и Зайцева»",Инструменты,Система выравнивания плитки «ПСВП»,5,81.92
sale,2020-09-18,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Универсальное моющее средство «Выгодная уборка»,6,88.79
sale,2020-09-28,"ЗАО «Исаков, Блохина и Зайцева»",Посуда,Миска «Русская» малая,9,4408.43
buy,2020-09-16,ООО «Дьячкова Коновалов»,Инструменты,Круг отрезной по металлу TSUNAMI,6,13324.41
buy,2020-09-15,"ЗАО «Исаков, Блохина и Зайцева»",,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,2,607.21
buy,2020-09-05,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Зарядное устройство GP U411,2,92.18
buy,2020-09-11,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Фонарь ручной «Контраст»,5,127.18
buy,2020-09-29,ООО «Дьячкова Коновалов»,Электротовары,Зарядное устройство GP U411,9,19.73
buy,2020-09-01,"РАО «Брагина, Русакова и Кошелев»",,Ручка шариковая MAZARi Silvano Smart Ink,3,852.49
buy,2020-09-24,ТГК-2,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,8,178.34
buy,2020-09-08,ТГК-2,Инструменты,Круг отрезной по металлу TSUNAMI,9,153.74
buy,2020-09-10,Крокус,Инструменты,Круг отрезной по металлу TSUNAMI,5,1596.9
sale,2020-09-13,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Круг отрезной по металлу TSUNAMI,1,332.37
sale,2020-09-30,ТГК-2,Посуда,Сковорода блинная Гранит,6,6703.4
buy,2020-09-30,"ЗАО «Исаков, Блохина и Зайцева»",,Альбом для монет «Деньги Мира»,8,14097.24
buy,2020-09-25,Крокус,Мебель,Стол раскладной Ялта-1,7,159.34
sale,2020-09-26,ТГК-2,Быловая химия,Универсальное моющее средство «Выгодная уборка»,8,35.45
sale,2020-09-04,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Зарядное устройство GP U411,2,7822.97
buy,2020-09-01,"ЗАО «Исаков, Блохина и Зайцева»",Мебель,Корзина сетчатая навесная на полку,3,3283.29
sale,2020-09-15,"РАО «Брагина, Русакова и Кошелев»",Мебель,Стол раскладной Ялта-1,7,64.04
sale,2020-09-07,"РАО «Брагина, Русакова и Кошелев»",Мебель,Корзина сетчатая навесная на полку,10,82.69
buy,2020-09-29,Крокус,Мебель,Стол раскладной Ялта-1,2,3322.72
sale,2020-09-09,ТГК-2,,Ручка шариковая MAZARi Silvano Smart Ink,8,5818.12
buy,2020-09-07,ТГК-2,Электротовары,Зарядное устройство GP U411,2,1498.15
buy,2020-09-22,ООО «Дьячкова Коновалов»,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,8,838.3
buy,2020-09-22,"РАО «Брагина, Русакова и Кошелев»",,Ручка шариковая MAZARi Silvano Smart Ink,10,9152.0
buy,2020-09-25,ООО «Дьячкова Коновалов»,Электротовары,Зарядное устройство GP U411,1,9235.99
buy,2020-09-21,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Система выравнивания плитки «ПСВП»,9,8985.59
sale,2020-09-08,Крокус,Мебель,Стол раскладной Ялта-1,7,54.59
buy,2020-09-18,ООО «Дьячкова Коновалов»,,Ручка шариковая MAZARi Silvano Smart Ink,7,145.91
buy,2020-09-24,ТГК-2,Электротовары,Фонарь ручной «Контраст»,9,7.93
sale,2020-09-25,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Зарядное устройство GP U411,1,889.45
buy,2020-09-28,ТГК-2,,Ручка шариковая MAZARi Silvano Smart Ink,5,2204.44
buy,2020-09-09,"РАО «Брагина, Русакова и Кошелев»",Мебель,Ручка скоба РС109,10,48.1
sale,2020-09-18,ООО «Дьячкова Коновалов»,Посуда,Миска «Русская» малая,9,73.58
buy,2020-09-14,ТГК-2,Электротовары,Умный встраиваемый  выключатель HIPER,10,457.31
buy,2020-09-12,"РАО «Брагина, Русакова и Кошелев»",,Альбом для монет «Деньги Мира»,1,1669.19
buy,2020-09-22,ООО «Дьячкова Коновалов»,Мебель,Корзина сетчатая навесная на полку,1,15795.12
sale,2020-09-16,"ЗАО «Исаков, Блохина и Зайцева»",Инструменты,Система выравнивания плитки «ПСВП»,5,26102.28
sale,2020-09-21,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Умный встраиваемый  выключатель HIPER,9,14749.47
sale,2020-09-07,ТГК-2,Электротовары,Зарядное устройство GP U411,5,3395.16
sale,2020-10-31,"ЗАО «Исаков, Блохина и Зайцева»",,Альбом для монет «Деньги Мира»,1,4332.57
sale,2020-10-20,Крокус,Мебель,Стол раскладной Ялта-1,4,70.99
buy,2020-10-24,Крокус,Мебель,Ручка скоба РС109,9,95.09
buy,2020-10-21,Крокус,,Альбом для монет «Деньги Мира»,8,127.9
buy,2020-10-27,"РАО «Брагина, Русакова и Кошелев»",,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,9,33.66
sale,2020-10-24,Крокус,,Альбом для монет «Деньги Мира»,10,2641.32
buy,2020-10-04,ТГК-2,Электротовары,Зарядное устройство GP U411,5,84.23
buy,2020-10-02,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Жидкий кислород Planet Aquafair,6,717.26
sale,2020-10-25,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Универсальное моющее средство «Выгодная уборка»,1,67.94
sale,2020-10-10,ТГК-2,Посуда,Сковорода блинная Гранит,9,779.87
sale,2020-10-11,"РАО «Брагина, Русакова и Кошелев»",Посуда,Набор ножей «Overlord»,2,4947.59
buy,2020-10-14,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Жидкий кислород Planet Aquafair,3,945.38
buy,2020-10-01,"ЗАО «Исаков, Блохина и Зайцева»",,Альбом для монет «Деньги Мира»,6,383.96
sale,2020-10-15,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Жидкий кислород Planet Aquafair,6,131.4
sale,2020-10-19,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,10,86.97
buy,2020-10-10,Крокус,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,6,1007.38
buy,2020-10-03,"РАО «Брагина, Русакова и Кошелев»",Посуда,Сковорода блинная Гранит,6,456.45
sale,2020-10-04,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Круг отрезной по металлу TSUNAMI,10,1492.55
sale,2020-10-24,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Жидкий кислород Planet Aquafair,5,441.65
buy,2020-10-27,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Зарядное устройство GP U411,6,107.75
sale,2020-10-08,ТГК-2,Инструменты,Система выравнивания плитки «ПСВП»,4,79.1
sale,2020-10-08,ТГК-2,,Альбом для монет «Деньги Мира»,9,959.77
buy,2020-10-01,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Фонарь ручной «Контраст»,7,8950.07
buy,2020-10-22,ООО «Дьячкова Коновалов»,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,4,396.0
buy,2020-10-15,ТГК-2,Электротовары,Фонарь ручной «Контраст»,5,13831.28
buy,2020-10-30,ТГК-2,Мебель,Ручка скоба РС109,10,612.58
sale,2020-10-21,ООО «Дьячкова Коновалов»,Инструменты,Круг отрезной по металлу TSUNAMI,3,101.36
buy,2020-10-24,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,10,4212.3
buy,2020-10-02,Крокус,Мебель,Стол раскладной Ялта-1,9,4758.88
sale,2020-10-04,"ЗАО «Исаков, Блохина и Зайцева»",Мебель,Стол раскладной Ялта-1,8,6781.15
buy,2020-10-06,ТГК-2,Посуда,Набор ножей «Overlord»,10,8240.71
buy,2020-10-17,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Система выравнивания плитки «ПСВП»,8,158.07
sale,2020-10-08,ООО «Дьячкова Коновалов»,,Пельмени «Башкирские»,4,2906.93
buy,2020-10-28,Крокус,,Игрушка надувная Меч череп,3,419.78
buy,2020-10-17,"ЗАО «Исаков, Блохина и Зайцева»",,Пельмени «Башкирские»,8,512.93
sale,2020-10-25,ООО «Дьячкова Коновалов»,Электротовары,Фонарь ручной «Контраст»,8,1827.91
sale,2020-10-04,ООО «Дьячкова Коновалов»,Посуда,Миска «Русская» малая,1,6069.58
buy,2020-10-23,Крокус,Мебель,Корзина сетчатая навесная на полку,4,33.05
sale,2020-10-31,ООО «Дьячкова Коновалов»,Электротовары,Фонарь ручной «Контраст»,10,12883.81
buy,2020-10-21,ООО «Дьячкова Коновалов»,,Игрушка надувная Меч череп,4,180.01
buy,2020-10-10,Крокус,,Игрушка надувная Меч череп,4,342.15
buy,2020-10-12,ООО «Дьячкова Коновалов»,,Игрушка надувная Меч череп,8,29.55
buy,2020-10-08,Крокус,Посуда,Миска «Русская» малая,10,136.61
sale,2020-10-21,ООО «Дьячкова Коновалов»,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,4,167.77
buy,2020-10-24,Крокус,Мебель,Стол раскладной Ялта-1,3,536.95
buy,2020-10-28,"ЗАО «Исаков, Блохина и Зайцева»",,Ручка шариковая MAZARi Silvano Smart Ink,7,604.59
buy,2020-10-17,"РАО «Брагина, Русакова и Кошелев»",,Ручка шариковая MAZARi Silvano Smart Ink,3,230.75
sale,2020-10-04,"РАО «Брагина, Русакова и Кошелев»",,Ручка шариковая MAZARi Silvano Smart Ink,7,17.59
sale,2020-10-16,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Фонарь ручной «Контраст»,8,2552.76
buy,2020-10-24,ТГК-2,Инструменты,Круг отрезной по металлу TSUNAMI,3,362.73
sale,2020-10-19,Крокус,Быловая химия,Жидкий кислород Planet Aquafair,6,3569.1
sale,2020-10-02,ООО «Дьячкова Коновалов»,Посуда,Сковорода блинная Гранит,10,68.97
buy,2020-10-08,Крокус,,Альбом для монет «Деньги Мира»,6,849.59
buy,2020-10-15,ТГК-2,Мебель,Ручка скоба РС109,4,553.85
buy,2020-10-08,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Универсальное моющее средство «Выгодная уборка»,3,1119.15
sale,2020-10-06,"РАО «Брагина, Русакова и Кошелев»",,Ручка шариковая MAZARi Silvano Smart Ink,10,51.14
sale,2020-10-21,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Фонарь ручной «Контраст»,7,793.97
sale,2020-10-20,"ЗАО «Исаков, Блохина и Зайцева»",Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,3,77.46
sale,2020-10-02,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Умный встраиваемый  выключатель HIPER,1,10112.84
buy,2020-10-25,"ЗАО «Исаков, Блохина и Зайцева»",,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,8,6756.37
sale,2020-10-19,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,5,168.08
sale,2020-10-02,"РАО «Брагина, Русакова и Кошелев»",,Ручка шариковая MAZARi Silvano Smart Ink,6,1029.12
sale,2020-10-27,"ЗАО «Исаков, Блохина и Зайцева»",Инструменты,Система выравнивания плитки «ПСВП»,5,88.31
sale,2020-10-29,ТГК-2,Посуда,Сковорода блинная Гранит,1,13016.7
buy,2020-10-03,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Система выравнивания плитки «ПСВП»,10,7195.2
sale,2020-10-13,ТГК-2,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,8,157.31
buy,2020-10-01,"РАО «Брагина, Русакова и Кошелев»",,Пельмени «Башкирские»,4,17.78
buy,2020-10-20,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Жидкий кислород Planet Aquafair,2,9954.62
buy,2020-10-31,ООО «Дьячкова Коновалов»,Быловая химия,Жидкий кислород Planet Aquafair,2,668.35
buy,2020-10-19,"РАО «Брагина, Русакова и Кошелев»",Посуда,Сковорода блинная Гранит,2,37.23
sale,2020-10-28,"ЗАО «Исаков, Блохина и Зайцева»",,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,10,282.98
sale,2020-10-22,ТГК-2,,Игрушка надувная Меч череп,1,12668.99
buy,2020-10-22,Крокус,Мебель,Ручка скоба РС109,6,85.25
buy,2020-10-24,ТГК-2,Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,1,10605.76
sale,2020-10-31,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Жидкий кислород Planet Aquafair,4,508.81
buy,2020-10-12,"ЗАО «Исаков, Блохина и Зайцева»",Электротовары,Зарядное устройство GP U411,5,13524.13
sale,2020-10-27,Крокус,,Альбом для монет «Деньги Мира»,4,238.33
buy,2020-10-28,"ЗАО «Исаков, Блохина и Зайцева»",,Альбом для монет «Деньги Мира»,9,187.94
sale,2020-10-14,"РАО «Брагина, Русакова и Кошелев»",,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,7,805.57
sale,2020-10-03,ООО «Дьячкова Коновалов»,Электротовары,Умный встраиваемый  выключатель HIPER,1,414.6
buy,2020-10-12,Крокус,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,6,551.97
buy,2020-10-24,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,3,1324.84
sale,2020-10-27,ТГК-2,Быловая химия,Жидкий кислород Planet Aquafair,3,84.51
sale,2020-10-24,Крокус,Быловая химия,Жидкий кислород Planet Aquafair,9,1623.33
sale,2020-10-24,"ЗАО «Исаков, Блохина и Зайцева»",Посуда,Набор ножей «Overlord»,6,9945.67
buy,2020-10-30,Крокус,Быловая химия,Универсальное моющее средство «Выгодная уборка»,9,136.69
sale,2020-10-28,ООО «Дьячкова Коновалов»,Посуда,Миска «Русская» малая,4,56.11
buy,2020-10-05,"ЗАО «Исаков, Блохина и Зайцева»",,Игрушка надувная Меч череп,6,172.0
buy,2020-10-15,"ЗАО «Исаков, Блохина и Зайцева»",Быловая химия,Жидкий кислород Planet Aquafair,6,61.43
buy,2020-10-06,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Система выравнивания плитки «ПСВП»,7,317.46
buy,2020-10-01,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Зарядное устройство GP U411,6,1876.49
buy,2020-10-15,ТГК-2,Инструменты,Система выравнивания плитки «ПСВП»,3,167.91
buy,2020-10-11,Крокус,Инструменты,Система выравнивания плитки «ПСВП»,5,73.8
buy,2020-10-29,ТГК-2,Электротовары,Умный встраиваемый  выключатель HIPER,1,7.24
sale,2020-10-25,ООО «Дьячкова Коновалов»,Инструменты,Домкрат ромбический с резиновой опорой TUNDRA,4,189.45
buy,2020-10-06,Крокус,Электротовары,Умный встраиваемый  выключатель HIPER,6,182.2
buy,2020-10-16,Крокус,Мебель,Корзина сетчатая навесная на полку,8,7989.53
buy,2020-10-16,ООО «Дьячкова Коновалов»,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,2,226.94
sale,2020-10-16,ООО «Дьячкова Коновалов»,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,2,203.45
sale,2020-10-26,ООО «Дьячкова Коновалов»,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,7,41.68
sale,2020-11-13,Крокус,,Пельмени «Башкирские»,4,147.57
sale,2020-11-02,ООО «Дьячкова Коновалов»,Быловая химия,Жидкий кислород Planet Aquafair,7,8712.76
sale,2020-11-02,Крокус,Посуда,Миска «Русская» малая,5,9887.58
sale,2020-11-27,ТГК-2,,Альбом для монет «Деньги Мира»,8,886.45
buy,2020-11-21,"ЗАО «Исаков, Блохина и Зайцева»",,Ручка шариковая MAZARi Silvano Smart Ink,3,13552.1
buy,2020-11-30,Крокус,Мебель,Стол раскладной Ялта-1,7,20098.88
sale,2020-11-16,ТГК-2,Инструменты,Круг отрезной по металлу TSUNAMI,2,13008.98
sale,2020-11-03,ООО «Дьячкова Коновалов»,Быловая химия,Универсальное моющее средство «Выгодная уборка»,7,5355.56
buy,2020-11-27,ООО «Дьячкова Коновалов»,Мебель,Стол раскладной Ялта-1,5,707.95
sale,2020-11-07,ТГК-2,,Ручка шариковая MAZARi Silvano Smart Ink,10,398.25
sale,2020-11-07,ТГК-2,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,2,13661.77
sale,2020-11-04,ООО «Дьячкова Коновалов»,Мебель,Стол раскладной Ялта-1,9,46.26
buy,2020-11-08,ООО «Дьячкова Коновалов»,Мебель,Стол раскладной Ялта-1,8,90.17
sale,2020-11-02,ТГК-2,Инструменты,Круг отрезной по металлу TSUNAMI,7,4841.86
buy,2020-11-27,ООО «Дьячкова Коновалов»,,Пельмени «Башкирские»,6,1348.14
sale,2020-11-01,Крокус,Инструменты,Круг отрезной по металлу TSUNAMI,3,68.63
buy,2020-11-17,ООО «Дьячкова Коновалов»,Посуда,Сковорода блинная Гранит,1,27.53
sale,2020-11-03,"РАО «Брагина, Русакова и Кошелев»",Электротовары,Фонарь ручной «Контраст»,2,9088.9
buy,2020-11-01,Крокус,,Альбом для монет «Деньги Мира»,9,3698.34
sale,2020-11-10,"РАО «Брагина, Русакова и Кошелев»",Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,7,115.59
sale,2020-11-14,ООО «Дьячкова Коновалов»,,Роспись по номерам на холсте 40*50 «РОЗОВЫЕ ЦВЕТЫ В САДУ»,1,381.46
sale,2020-11-08,"РАО «Брагина, Русакова и Кошелев»",Мебель,Корзина сетчатая навесная на полку,6,247.75
sale,2020-11-04,"ЗАО «Исаков, Блохина и Зайцева»",Мебель,Ручка скоба РС109,8,1350.47
sale,2020-11-29,ТГК-2,,Пельмени «Башкирские»,3,6401.81
sale,2020-11-22,Крокус,Быловая химия,Отбеливатель Der Waschkonig C.G. Fleckentferner,5,61.41
buy,2020-11-29,Крокус,Электротовары,Зарядное устройство GP U411,2,1162.91
buy,2020-11-23,"РАО «Брагина, Русакова и Кошелев»",Посуда,Миска «Русская» малая,2,5920.35
buy,2020-11-30,"РАО «Брагина, Русакова и Кошелев»",Мебель,Стол раскладной Ялта-1,6,112.63
buy,2020-11-10,"РАО «Брагина, Русакова и Кошелев»",Инструменты,Система выравнивания плитки «ПСВП»,4,4156.58
sale,2020-11-20,ТГК-2,,Игрушка надувная Меч череп,9,4474.9
buy,2020-11-02,"РАО «Брагина, Русакова и Кошелев»",,Игрушка надувная Меч череп,2,43.9
